5.00E-001	0.92	13	0.84	11
1.00E-001	1.42	9	1.28	8
1.00E-002	2.39	9	2.07	8
1.00E-003	3.28	9	2.86	8
1.00E-004	4.27	9	3.62	8
1.00E-005	5.01	9	4.29	8
1.00E-006	6.24	9	4.9	8
1.00E-007	6.6	9	5.55	8
1.00E-008	7.29	9	6.33	8
1.00E-009	8.03	9	6.72	8
1.00E-010	8.76	9	7.29	8
