1	2.11E+000
2	2.50E-001
3	2.68E-002
4	5.12E-003
5	1.47E-003
6	3.40E-004
7	1.20E-004
8	4.82E-005
9	1.48E-005
10	6.25E-006
11	2.54E-006
12	1.19E-006
13	5.02E-007
14	2.45E-007
15	1.09E-007
16	6.33E-008
