11	0.05	55	0.01	12
21	0.42	67	0.08	13
31	1.13	71	0.2	13
41	2.21	73	0.38	13
61	5.14	72	0.8	12
81	9.175	68	1.32	11
101	13.79	66	2.23	11
121	18.485	60	2.88	10
141	23.715	56	3.93	10
161	29.185	51	5.18	10
181	34.63	46	5.8433333333	9
201	41.365	43	7.33	9
251	46.65	30	11.8766666667	9
301	53.645	24	15.2166666667	8
351	58.86	20	21.6366666667	8
401	69.155	18	29.2066666667	8
451	85.64	17	38.1533333333	8
501	99.55	16	40.03	7
