1	4
2	3.0655
3	1.51008
4	0.827511
5	0.45779
6	0.322095
7	0.191576
8	0.137312
9	0.0919966
10	0.0632601
11	0.0452385
12	0.0322903
13	0.0234289
14	0.0173023
15	0.0125367
16	0.00932899
17	0.00675807
18	0.0050668
19	0.00367012
20	0.00277274
21	0.00200733
22	0.00156768
23	0.00118507
24	0.000922597
25	0.000702234
26	0.000543244
27	0.000416313
28	0.00032022
29	0.000248303
30	0.000190668
31	0.000148665
32	0.000115014
33	8.90E-05
34	6.94E-05
35	5.33E-05
36	4.18E-05
37	3.20E-05
38	2.52E-05
39	1.93E-05
40	1.52E-05
41	1.18E-05
42	9.19E-06
43	7.18E-06
44	5.55E-06
45	4.37E-06
46	3.36E-06
47	2.66E-06
48	2.05E-06
49	1.62E-06
50	1.26E-06
51	9.90E-07
52	7.69E-07
53	6.04E-07
54	4.71E-07
55	3.68E-07
56	2.89E-07
57	2.25E-07
58	1.77E-07
59	1.39E-07
60	1.08E-07
61	8.54E-08
